company_name,cage,email,phone,contact_name,linkID
ELECTRIC BOAT CORPORATION DIV GENERAL DYNAMICS ELECTRIC BOAT,96169,,,,101973
UNISTRUT INTERNATIONAL CORPORATION DBA UNISTRUT DIVERSIFIED PRODUCTS,96195,,,,003084
RAYTHEON COMPANY DBA RAYTHEON,96214,,,,100440
"DNE TECHNOLOGIES, INC",96238,,,,101052
THORDARSON INC,96256,,,,100078
FLUID CONTROLS INC,96259,,,,100152
"ALBION INDUSTRIES, INC.",96266,,,,102503
ABB INC.,96272,,,,105041
DORR OLIVER INC,96278,,,,100603
GENERAL WIRE SPRING COMPANY DIV GENERAL PIPE CLEANERS,96282,,,,000470
AMANA REFRIGERATION INC SUB OF RAYTHEON CO,96325,,,,001013
COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,96341,,,,101153
CODALEX LTD,96344,,,,100282
MATHESON CO DIV OF G D SEARLE MEDICAL PRODUCTS,96355,,,,008507
"DAYTON T. BROWN, INC. DBA DAYTON T BROWN INC",96362,,,,111376
LASCO INDUSTRIES,96405,,,,109325
"WESTPORT INTERNATIONAL, INC.",96429,,,,006643
VALCOR ENGINEERING CORPORATION,96487,,,,008155
HENRY G DIETZ CO INC,96502,,,,100463
APEX TOOL GROUP,96508,,,,000109
KLEMM PRODUCTS CO,96523,,,,105445
SKF USA INC,96577,,,,112379
BREEZE-EASTERN DIV OF TRANSTECHNOLOGY CORP,96603,,,,002070
"AMERICAN COLEMAN COMPANY, THE DBA METRO CROWN INTERNATIONAL",96606,,,,100433
FRYS METALS INC,96613,,,,103478
EPCO PRODUCTS AN AFFIL OF UNITED SERVICE EQUIPMENT A DIV OF STANDEX INTL CORP,96618,,,,109315
MEDALIST INDUSTRIES INC LEITZKE DIV,96652,,,,101336
AIRSERCO MFG CO INC,96662,,,,100078
GAD-JETS INC DBA ASSOCIATED TECHNICAL SALES,96679,,,,105649
CANBERRA INDUSTRIES INC.,96696,,,,102287
O'BRYAN GLASS CORP. DBA GRAY GLASS DIV GRAY GLASS,96721,,,,008831
SWEENEY ENGINEERING CORP,96736,,,,008056
COOPER INSTRUMENT CORP,96752,,,,103419
STEWART AVIONICS INC,96787,,,,007215
GOULD INSTRUMENT SYSTEMS INC,96795,,,,008165
H. C. STARCK INC. DBA OWNER IS ADVENT & CARLYLE DIV H.C. STARCK INC,96801,,,,111746
SOUTHWEST WHEEL CO,96854,,,,007229
TROSTEL ALBERT PACKING LTD,96879,,,,007335
THOMSON INDUSTRIES INC,96881,,,,102547
HIGH VOLTAGE ENGINEERING CORP NATVAR CO DIV,96904,,,,103693
MILITARY STANDARDS PROMULGATED BY MILITARY DEPARTMENTS UNDER AUTHORITY OF DEFENSE STANDARDIZATION MANUAL 4120 3-M,96906,,,,105337
KINGS ELECTRONICS CO INC MICROWAVE DIV,96918,,,,100682
KEPNER PRODUCTS CO DIV KEPNER PRODUCTS COMPANY,96948,,,,002528
TRIPLEX MANUFACTURING CO DBA GLOBE SPECIALTY CO DIV,97042,,,,006887
COOPER INDUSTRIES INC WELLER/COOPER TOOLS DIV,97049,,,,000824
AMERICAN FLUORESCENT CORP,97099,,,,000031
AUDIOSEARS CORP DBA AUDIOSEARS CORP,97101,,,,008505
PARKER-HANNIFIN CORPORATION DIV QUICK COUPLING DIVISION,97111,,,,008114
THE SLABE MACHINE PRODUCTS LLC,97139,,,,005914
STRAHMAN VALVES INC,97141,,,,001068
"GOODRICH CORPORATION DIV COLLINS AEROSPACE, LANDING SYSTEMS (WHEELS & BRAKES)",97153,,,,002033
"ELANTAS PDG, INC. DIV ELANTAS ELECTRICAL INSULATION",97160,,,,112370
THE WILL-BURT COMPANY DIV ASSEMBLY,97246,,,,111918
SELF LOCK FASTENER CORP,97250,,,,006027
"DANA LIGHT AXLE PRODUCTS, LLC DBA DANA LIGHT AXLE PRODUCTS",97271,,,,001309
"SPX FLOW US, LLC DBA SPX VALVES & CONTROLS",97370,,,,003690
CROWN CONTROLS CORP,97381,,,,000591
DRAGON VALVES INC,97399,,,,001243
QUACKENBUSH A B CO,97402,,,,006887
SUTTON MFG CORP DBA SUTTON BLOWERS,97418,,,,104932
AMETEK INC DBA AMETEK SURFACE VISION DIV AEROSPACE AND DEFENSE,97424,,,,006800
GENTEX CORPORATION,97427,,,,108045
JUST MANUFACTURING COMPANY,97483,,,,106324
EATON AEROSPACE LLC DIV FLUID AND ELECTRICAL DISTRIBUTION DIVISION,97484,,,,101913
HEMPHILL SPRING COMPANY A CORP,97494,,,,005934
BELL TEXTRON INC,97499,,,,003148
BASLER ELECTRIC CO,97520,,,,006027
"TRANSICO, INC. DBA EECO SWITCH",97525,,,,008617
RAPID POWER TECHNOLOGIES INC,97533,,,,008716
WING CORP,97536,,,,102876
JUNIPER ELBOW CO. INC. DBA JUNIPER ELBOW CO INC,97537,,,,006479
APM HEXSEAL CORP,97539,,,,003536
"ELECTRO-MECH COMPONENTS, INC. DBA PENDAR SWITCHLIGHT DIV PENDAR SWITCHLIGHT",97564,,,,001147
JOHNS-MANVILLE SALES CORP,97565,,,,105053
LENZ INC DBA THE LENZ COMPANY,97576,,,,001239
TIMKEN GEARS & SERVICES INC. DBA PHILADELPHIA GEAR DIV WESTERN REGIONAL SERVICE CENTER,97578,,,,006838
PNEUMAFIL CORPORATION,97592,,,,006801
"SARGENT AEROSPACE & DEFENSE, LLC DBA KAHR BEARINGS",97613,,,,101592
KRUEGER SENTRY GAUGE CO. INC.,97626,,,,005023
CONE DRIVE OPERATIONS INC,97674,,,,005887
"REFRIGERATION RESEARCH, INC.",97765,,,,103923
BRIDGE PRODUCTS INC CAMEL TIRE CARE PRODUCTS DIV,97789,,,,002505
ACE PLASTIC CO INC,97792,,,,007250
C PLATH NORTH AMERICA A DIV OF LITTON SYSTEMS INC,97796,,,,102365
"SEALTRON, INC.",97814,,,,002987
SHAMBAN POLYMER TECH GROUP,97820,,,,104608
VERSA PRODUCTS CO INC,97902,,,,003714
TEREX CORP,97907,,,,003072
JAMES WALKER HOLDING COMPANY,97924,,,,108813
HUCK INTL INC,97928,,,,002502
BROOKLYN THERMOMETER CO INC,97929,,,,102313
PENNWALT CORP S S WHITE INDUSTRIAL PRODUCTS DIV,97945,,,,102850
LISTER PETTER AMERICAS INCORPORATED,97947,,,,001173
WRIGHTS KNITWEAR CORP,97949,,,,001173
MAC VALVES INC,97999,,,,111625
NIELSEN HARDWARE CORP,98003,,,,111213
NEWTON INSERT CO,98004,,,,008368
HALKEY-ROBERTS CORP DBA HALKEY-ROBERTS CORP,98021,,,,109016
ITT AEROSPACE CONTROLS LLC DBA ITT AEROSPACE CONTROLS UNIT S,98087,,,,101980
,,,,,100401
HUNT WILDE CORP,98124,,,,101784
ITW DYKEM/DYMON,98148,,,,104779
ROMAY CORPORATION DBA ELJAY DIV ELJAY DIVISION,98151,,,,102406
HYDRO LINE MFG CO,98153,,,,000075
"RUBBERCRAFT CORPORATION OF CALIFORNIA, LTD DBA RUBBER TECK DIVISION USE CAGE CODE 77969 FOR CATALOGING",98159,,,,104080
LEAR SIEGLER TRUCK PRODUCTS CORP NEWAY DIV,98171,,,,001959
DIE-CUT PRODUCTS CO.,98208,,,,101559
DRS SUSTAINMENT SYSTEMS INC,98255,,,,106486
TE CONNECTIVITY CORPORATION DBA MICRODOT PRODUCTS,98278,,,,002737
ITT CANNON RF PRODUCTS,98291,,,,003944
STANDARD MFG CO INC,98296,,,,100079
CASTROL INDUSTRIAL NORTH AMERICA INC.,98308,,,,104122
"DAVIS AIRCRAFT PRODUCTS CO., INC.",98313,,,,008029
"OECO, LLC",98330,,,,100645
MIDLAND BRAKE INC DIV OF ECHLIN INC,98343,,,,001819
"NYE LUBRICANTS, INC.",98354,,,,113187
STAR CASES LLC DBA ZERO MANUFACTURING,98376,,,,006750
FEDERAL-MOGUL CORP METAL REMOVAL/TOOLING DIV,98387,,,,000793
MOLEX-ETC INC SUB OF MOLEX INC,98410,,,,008410
"ERIE ENGINEERED PRODUCTS, INC. DBA ERIE ENGINEERED PRODUCTS INC",98425,,,,008481
"ELLIS & WATTS INTERNATIONAL, LLC",98437,,,,006025
PARKER HANNIFIN CORP DIV STRATOFLEX PRODUCTS DIVISION,98441,,,,008114
"WILSON, A L CHEMICAL CO INC DBA NOVEL TECHNOLOGY LABS",98443,,,,104575
JERED LLC,98523,,,,007035
"MONOGRAM AEROSPACE FASTENERS, INC DBA TRIMAS AEROSPACE DIV MONOGRAM AEROSPACE FASTENERS",98524,,,,003431
"TELEDYNE CONTROLS, LLC DBA TELEDYNE CONTROLS",98571,,,,100100
IMS ENGINEERED PRODUCTS LLC,98587,,,,005931
KYSOR INDUSTRIAL CORP MICHIGAN FLEET DIV,98624,,,,001804
AEROQUIP CORP AEROQUIP AEROSPACE DIV MARMAN PLANT,98625,,,,102868
LUBE DEVICES INC FLODAR FLUID POWER FITTINGS DIV,98660,,,,101077
"GENERANT COMPANY, INC.",98678,,,,000066
PYROIL CO INC,98727,,,,100265
HERLEY CHICAGO DBA STEWART WARNER ELECTRONICS,98738,,,,003472
STANDARD PRODUCTS CO PORT CLINTON DIVISION,98761,,,,001892
"ELE INTERNATIONAL, LLC DBA SOILTEST PRODUCTS",98773,,,,100078
AEROSONIC LLC,98810,,,,002033
NORTH HILLS SIGNAL PROCESSING CORP.,98821,,,,106283
DACO INSTRUMENT CO DIV OF ALINABAL INC,98831,,,,103810
"HOWELL INSTRUMENTS, INC. DBA HOWELL INSTRUMENTS INC",98869,,,,100532
"AEROCONTROLEX GROUP, INC. DIV TALLEY ACTUATORS",98889,,,,100205
"HBD INDUSTRIES, INC",98891,,,,000041
FEDERAL SIGNAL INTERNATIONAL FSC LTD DIV ELECTRICAL PRODUCTS,98905,,,,005974
GRIFFITH RUBBER MILLS,98933,,,,100445
PITTMAN CORP THE A SUBSIDARY OF PENN ENGINEERING AND MFG CORP,98938,,,,101919
"AEROCONTROLEX GROUP, INC. DBA AEROCONTROLEX GROUP INC DIV AERO FLUID PRODUCTS",98939,,,,008056
PARKER HANNIFIN CORPORATION DBA WILKERSON DIV PNEUMATIC DIVISION NORTH AMERICA,98963,,,,000453
CTS ELECTRONIC COMPONENTS (CALIFORNIA) INC DBA IERC DIV CTS ELECTRONIC COMPONENTS,98978,,,,007224
WORCESTER CONTROLS CORP P O BOX 2609 COOKEVILLE TN 385022609,98991,,,,006791
WESBAR CORP P O BOX 8 MOSINEE WI 54455-0008,99003,,,,105036
ALLIED WITAN CO DBA ALWITCO,99016,,,,000075
CAPLUGS LLC DBA MOKON DIV CAPLUGS,99017,,,,005005
FORMRITE TUBE CO,99103,,,,008777
CHASE CORPORATION DBA FLUID POLYMERS DIV HUMISEAL DIVISION,99109,,,,108844
PLASTIC CAPACITORS INC,99120,,,,004169
PRECISION RINGS INCORPORATED,99121,,,,103000
BETE FOG NOZZLE INC,99134,,,,006720
"FLEXCO, INC",99135,,,,008373
EATON AEROSPACE LLC ED AND C WEST DIV,99145,,,,103789
MILES JOHN R R INC,99151,,,,006776
TIONA-BETTS INC,99161,,,,006053
HAMILTON SUNDSTRAND CORPORATION DBA HAMILTON SUNDSTRAND,99167,,,,100652
EATON CORPORATION DBA AIRFLEX DIV DIV AIRFLEX,99185,,,,100857
BORGWARNER TRANSMISSION SYSTEMS INC,99186,,,,105823
JOHN CRANE-HOUDAILLE INC LAPMASTER INTL DIV,99189,,,,101629
HONEYWELL INTERNATIONAL INC. DBA HONEYWELL INTERNATIONAL DIV AEROSPACE - PHOENIX,99193,,,,003431
DEB MANUFACTURING INC DBA DEB MANUFACTURING INC,99194,,,,008056
THERMO ELECTRIC COMPANY INC. DBA THERMO ELECTRIC COMPANY,99195,,,,007025
DELTA SALES CO AIROYAL DIV,99197,,,,002512
"EVERAXIS USA, INC.",99200,,,,101502
KAISER FLUID TECHNOLOGIES INC.,99215,,,,100078
NMC WOLLARD INC,99235,,,,000897
CRISSAIR INC DIV ESCO TECHNOLOGIES,99240,,,,002374
MISSION SYSTEMS DAVENPORT INC. DBA MISSION SYSTEMS AAR,99251,,,,006129
HARDING-WATERCRAFT INC,99300,,,,100328
PARKER-HANNIFIN CORP,99321,,,,101493
"ATLEE OF DELAWARE, INCORPORATED",99378,,,,007235
"TOBEYCO MFG, CO, INC. DIV FEDERAL BRASS MFG.",99381,,,,007263
HUNTSMAN ADVANCED MATERIALS AMERICAS LLC DIV LOS ANGELES LOCATION,99384,,,,109413
BINKLEY CO THE SUB OF HOLLAND HITCH CO INC,99411,,,,001692
"COOPER INTERCONNECT, INC. DIV INTERCONNECT",99447,,,,005974
ELECTRON PRODUCTS INC,99515,,,,004147
VACCO INDUSTRIES,99517,,,,007337
KIRKWOOD CARBON CO DIV KIRKWOOD INDUSTRIES INC,99533,,,,106694
GENERAL FIRE EXTINGUISHER CORP,99539,,,,006512
GOODRICH CORPORATION DBA GOODRICH CORP,99551,,,,104062
"GUNNEBO JOHNSON CORPORATION DIV GUNNEBO INDUSTRIES, INC.",99557,,,,005023
"AMETEK, INC. DBA AEROSPACE GST DIV AEROSPACE",99564,,,,101152
ADMIRAL VALVE LLC DBA CPV MANUFACTURING,99565,,,,113444
RAYTHEON COMPANY DBA RAYTHEON CO DIV INTELLIGENCE & INFORMATION SYSTEMS,99592,,,,007225
ALLMAND BROS. INC.,99621,,,,108279
EATON AEROSPACE LLC,99643,,,,101592
BERGSTROM INC,99688,,,,001804
HANNA ACQUISITION CORPORATION DBA HANNA ACQUISITION CORP DIV HANNA RUBBER COMPANY,99739,,,,106116
NITTO INCORPORATED,99742,,,,100110
IMC MAGNETICS CORP WESTERN DIV,99743,,,,006255
"TELEDYNE DEFENSE ELECTRONICS, LLC DBA TELEDYNE REYNOLDS DIV TELEDYNE REYNOLDS",99747,,,,008056
CHEMIQUIP PRODUCTS CO INC,99752,,,,008170
FMH AEROSPACE CORP.,99755,,,,100304
FEDERAL PRODUCTS CORP CMM DIV,99792,,,,007250
AMERICAN PRECISION INDUSTRIES INC.,99800,,,,002684
JAN HARDWARE MFG CO INC,99813,,,,006803
DORN EQUIPMENT CORP. DBA DORN EQUIPMENT CORP,99820,,,,101777
ITT FEDERAL LABORATORIES DIV OF INTERNATIONAL TELEPHONE AND TELEGRAPH CORP,99828,,,,102343
CARR LANE MANUFACTURING CO,99862,,,,001441
HONEYWELL INTERNATIONAL INC. DBA HONEYWELL DIV AEROSPACE -OLATHE HUMS DIV,99866,,,,008128
SUN DIAL & PANEL CORPORATION,99917,,,,103637
MOOG INC.,99932,,,,006798
"RENBRANDT, INC.",99934,,,,007390
MASTERCRAFT PLASTICS CO INC,99951,,,,104062
LOCKHEED MARTIN CORP NAVAL ELECTRONICS & SURVEILLANCE SYSTEMS,99971,,,,101416
DANUSER MACHINE CO,99984,,,,103470
EATON CORP CUTLER-HAMMER/WESTINGHOUSE PRODUCTS SALES OFFICE,9A066,,,,002959
NEWARK ELECTRONICS,9A102,,,,002538
S AND G TOOL AID CORP BR OF EAGLES M TOOL WAREHOUSE INC,9A194,,,,102663
DONALDSON CO INC DIV DONALDSON COMPANY INC,9A278,,,,001413
KAMAN INDUSTRIAL TECHNOLOGIES CORPORATION,9A690,,,,000997
THE DUCATS GROUP LLC DIV THE DUCATS GROUP,9BR59,,,,002599
AMPHENOL CORP,9C859,,,,003197
MATHESON GAS PRODUCTS,9C974,,,,008507
MALLORY CAPACITOR CO SUB OF EMHART INDUSTRIES INC,9E609,,,,003197
PARKER-HANNIFIN CORPORATION DIV HYDRAULIC PUMP DIVISION,9F512,,,,003348
WATLOW ELECTRIC MANUFACTURING COMPANY DBA WATLOW INDUSTRIES DIV WATLOW HANNIBAL,9F951,,,,003459
WEGMANN AUTOMOTIVE USA INC.,9G287,,,,001980
EATON CORP HYDRAULICS DIV,9G527,,,,000075
KENTAK PRODUCTS CO,9G613,,,,002366
BANNER MACHINE CO INC,9G653,,,,100936
HUTCHESON JOHN W DBA OVERSEAS CONTRACTOR SUPPLIES DIV JOHN W HUTCHESON DBA OVERSEAS CONTRACTORS SUPPLIES,9G986,,,,110863
DOVER RESOURCES INC DBA OPW ENGINEERED SYSTEMS,9H113,,,,007003
MIDTEX INC AEMCO DIV,9H335,,,,003197
"BEDFORD REINFORCED PLASTICS, INC",9J091,,,,003819
STRANCO ACQUISITION LLC,9J279,,,,006976
"DEFENSE MARITIME SOLUTIONS, INC.",9J528,,,,007099
"WECKWORTH MANUFACTURING, INC",9J595,,,,104006
D F P MANUFACTURING CORP DBA D F P,9J659,,,,100175
SCIENTIFIC & COMMERCIAL SYSTEMS CORP DBA SCIENTIFIC & COMMERCIAL SYSTEMS CORP,9J678,,,,006723
"CSTS, INC DBA COMPUTER SYS TECHL SUPPORT",9J740,,,,111395
"RTI REMMELE ENGINEERING, INC. DBA REMMELE MEDICAL",9J969,,,,112342
"AUTOMATIC CONTROLS OF VA., INC. DBA AUTOMATIC CONTROLS OF VA INC",9K117,,,,007209
LP-GAS EQUIPMENT CORP,9K740,,,,110809
ENGINE CENTER INC DIV ENGINE CENTER,9K760,,,,104413
YORK OTTO H CO INC CHEM-PRO DIV,9K829,,,,006726
WES-GARDE INC,9K855,,,,003293
"SAM WINER MOTORS, INC.",9K937,,,,103848
PEAKER SERVICES INC,9L007,,,,102646
ABBOTT ELECTRONICS INC EASTERN OFFICE,9L287,,,,007031
GORDOS CORP,9M368,,,,003197
SCHNORR CORP,9M527,,,,006062
"FREEMAN MANUFACTURING & SUPPLY COMPANY, THE INC",9M607,,,,109494
GORDOS CORP,9M648,,,,003197
HORNER ELECTRIC MOTOR SERVICE CO INC,9N375,,,,005925
VOI-SHAN/CHATSWORTH DIV OF VSI CORP SUB OF FAIRCHILD INDUSTRIES INC,9N513,,,,003137
"MONARCH SUPPLY COMPANY, INC. DBA MONARCH SUPPLY CO INC",9N735,,,,005925
TELEPHONICS CORP/PRD INSTRUMENTS,9N770,,,,006179
JOHN K MCDANIEL III DIV RUSSELL AIRCRAFT,9N846,,,,108074
FLUITEK CORP,9N879,,,,102382
"CONTINENTAL CABLE, LLC",9N899,,,,007267
"MACK TRUCKS, INC DBA MACK TRUCKS INC",9N930,,,,001692
DANA COMMERCIAL VEHICLE MANUFACTURING LLC,9R200,,,,008446
DEERE AND CO DEERE JOHN PARTS DISTRIBUTION WHSE,9R569,,,,002120
THOMAS AND BETTS CORP,9R636,,,,001042
MARCO MANUFACTURING CO INC,9R803,,,,007105
TRW ASSEMBLIES AND FASTENERS GROUP FASTENERS DIV DISTRIBUTION SALES CENTER ATLANTA,9S651,,,,102791
"HUNTINGTON VALLEY INDUSTRIES, INC. DBA HUNTINGTON VALLEY INDUSTRIES",9S754,,,,102455
MERIT BRASS CO,9S781,,,,106566
"XTO, INCORPORATED DBA XTO INC",9S954,,,,000092
TRAILMOBILE INC SUB OF THE PULLMAN CO,9T078,,,,003201
PREMIER INDUSTRIAL CORP ROTANIUM PRODUCTS DIV,9T094,,,,001649
TASCO CORPORATION,9T907,,,,109209
ITW HEARTLAND COMPONENTS INC,9U023,,,,007332
CKE INC,9U124,,,,003197
DOUGLAS SALES & PROMOTIONS CORP,9U964,,,,103879
"AQUA-AIR INDUSTRIES, INC. DBA AQUA AIR INDUSTRIES INC DIV STA SEA OFFSHORE RENTALS (A SERVICE OF AQUA AIR IND., INC.)",9V562,,,,110575
MELROE CO,9W224,,,,106454
CENTRAL PURCHASING INC DBA HARBOR FREIGHT TOOLS,9W506,,,,105438
LANDA INC.,9W709,,,,106385
"POWER TEST, LLC",9W788,,,,110622
RAUSCHERT INDUSTRIES INC,9W791,,,,112113
"EZ FORM CABLE TECHNOLOGIES, LLC DBA EZ FORM CABLE CORP",9W826,,,,101107
NORTH AMERICAN TRADE CORPORATION DBA NORAMCO,9X121,,,,003571
HONEYWELL INTERNATIONAL INC. DIV AEROSPACE - ROCKY MOUNT,9X173,,,,101152
SYBRON-TAYLOR INSTRUMENT CO,9X670,,,,000453
BUYERS PRODUCTS COMPANY,9X737,,,,102295
SCOTTS EMERGENCY LIGHTING & POWER GENERATION INC,9X781,,,,102946
CGI FEDERAL INC. DBA CGI,9X833,,,,110210
COMAIR ROTRON INC SUB OF KL INDUSTRIES INC,9Y408,,,,006900
"L3HARRIS TECHNOLOGIES, INC.",9Y580,,,,100078
INTERGY INC,9Y918,,,,001078
FLUIDYNE CORPORATION DBA FLUIDYNE CORP,9Y957,,,,100916
WELDON PUMP LLC,9Z270,,,,003090
"AURA SYSTEMS, INC.",9Z367,,,,109740
PALL TRINCOR DBA PALL TRINCOR DIV TRINCOR,9Z448,,,,104806
STIHL INCORPORATED,9Z575,,,,110539
HNL INC.,9Z740,,,,106935
SONNENSCHEIN BATTERIES INC,9Z763,,,,104001
ANALOG DEVICES INC,9Z930,,,,004018
TINNY CORPORATION THE DBA TINNY CORP DIV SHELCO FILTERS,9Z952,,,,008105
,,,,,112701
DOK-ING D.O.O.,A008B,,,,112701
ISOTTA FRASCHINI MOTORI SPA,A0106,,,,101304
DANA ITALIA SPA DIVISIONE SPACER ITALCARDANO,A0840,,,,112584
LOMBARDINI SRL,A1212,,,,001173
KONGSBERG MARITIME FINLAND OY,A130G,,,,100864
GEVEN SPA,A1341,,,,110612
COMROD SWEDEN AB,A137N,,,,101683
CARGOTEC SWEDEN AB - KALMAR INDUSTRIES,A148N,,,,008204
KALMAR SOLUTIONS AB,A184N,,,,103645
KALMAR SOLUTIONS AB,A185N,,,,103645
MASTSYSTEM INT'L OY,A196G,,,,107763
BLACK BRUIN OY,A215G,,,,112189
TRELLEBORG ERSMARK AB,A222N,,,,002250
MACGREGOR SWEDEN AB,A236N,,,,103645
TERMOMECCANICA POMPE S.P.A.,A2683,,,,111774
ATOS SPA,A3225,,,,005942
CABUR SRL,A3255,,,,111928
A.M.R.A. SPA,A4057,,,,108201
IMEAR SRL,A4201,,,,108633
BONFIGLIOLI RIDUTTORI SPA,A4432,,,,006997
FOR SPA,A4578,,,,112607
BOSCH REXROTH SPA,A4609,,,,101007
HUMPHREE AB,A467N,,,,112554
FILTREX SRL (GIA' FILTRI INDUSTRIALI),A5122,,,,109621
ELETTROTEC SRL,A5350,,,,113789
EMBRACO EUROPE SRL,A5673,,,,002771
ZF PADOVA SRL,A6279,,,,110134
WARTSILA ITALIA SPA,A9840,,,,007099
PARKER HANNIFIN MANUFACTURING SWEDEN AB,AA89N,,,,113532
MOLDEX-METRIC AG & CO KG,AD129,,,,108702
AKTIEBOLAGET VOLVO PENTA,AD56N,,,,000810
KEYSIGHT TECHNOLOGIES ITALY SRL,AM674,,,,110727
ROCA INDUSTRY AB,AM74N,,,,104528
LESJOFORS AB,AN07N,,,,110731
ADFWEB.COM SRL,AN499,,,,112263
GAS TURBINE EFFICIENCY AB GTE,AQ16N,,,,110737
BOSCH ROBERT,B1223,,,,105928
TRELLEBORG SEALING SOLUTIONS BELGIUM SA,B3314,,,,104608
AERO-SENSE,B8132,,,,110981
RITTAL GMBH & CO. KG,C0473,,,,002604
HYDROTECHNIK GMBH,C0551,,,,113630
ETTINGER GMBH,C0882,,,,102499
HERBERT HANCHEN GMBH & CO. KG,C1211,,,,110586
DSG-CANUSA GMBH,C1306,,,,005980
ZOLLERN GMBH & CO. KG,C1353,,,,111097
DANFOSS POWER SOLUTIONS GMBH & CO. OHG,C1787,,,,107003
LIEBHERR-WERK EHINGEN GMBH,C2254,,,,000068
ELOBAU GMBH & CO. KG,C2329,,,,108445
GOLDHOFER AIRPORT TECHNOLOGY GMBH,C2489,,,,111332
HAMM AG,C2767,,,,001079
EATON TECHNOLOGIES GMBH,C3179,,,,000075
AVENTICS GMBH,C3185,,,,101007
DECKMA HAMBURG GMBH,C3943,,,,109981
PISTER KUGELHAEHNE GMBH,C3987,,,,003525
BELDEN ELECTRONICS GMBH,C4001,,,,003197
RATIONAL INTERNATIONAL AG,C4240,,,,102201
SAND-PROFILE GMBH,C4643,,,,110239
CML TECHNOLOGIES GMBH & CO. KG,C4647,,,,003775
SIEMENS AG AUTOMATION AND DRIVES A&D,C4746,,,,003775
IGEBA GERAETEBAU GMBH,C4932,,,,110410
BARKSDALE CONTROL PRODUCTS GMBH,C5151,,,,000463
RIA ELECTRONIC GMBH ALBERT METZ,C5333,,,,003197
HUBTEX MASCHINENBAU GMBH & CO. KG,C5460,,,,112218
"VOGELSANG, HUGO MASCHINENBAU GMBH",C5753,,,,001838
DRAGER SAFETY AG & CO. KGAA,C5810,,,,112124
STAHLCON GMBH VERTRIEB VON EINBAUELEMENTEN FUR TECHNISCHE ANLAGEN,C5813,,,,112081
WEW WESTERWALDER EISENWERK GMBH,C6119,,,,108559
HELLA GMBH & CO. KGAA,C6222,,,,100798
MOLDEX-METRIC AG & CO. KG,C6727,,,,108702
MASCHINENFABRIK WALTER VOSS FLUIDTECHNIK GMBH,C6990,,,,000698
FILTRATION GROUP GMBH,C7225,,,,106559
NORGREN GMBH -NIEDERLASSUNG FELLBACH-,D0138,,,,000997
KARCHER FUTURETECH GMBH,D0356,,,,106385
MAN NUTZFAHRZEUGE AG,D0441,,,,107184
PHOENIX CONTACT GMBH & CO. KG,D0493,,,,102993
HAWE HYDRAULIK SE,D0637,,,,005942
FAIRCHILD FASTENERS EUROPE - CAMLOC GMBH,D0680,,,,003137
VOLVO CONSTRUCTION EQUIPMENT GMBH & CO KG,D0704,,,,000810
ORTLINGHAUS-WERKE GMBH,D0707,,,,109700
ARGO-HYTOS GMBH,D0718,,,,000721
POPPELMANN GMBH & CO. KG KUNSTSTOFFWERK-WERKZEUGBAU,D0730,,,,110677
BOLL & KIRCH FILTERBAU GMBH,D0798,,,,108770
EATON GERMANY GMBH,D0826,,,,000075
VINCORION POWER SYSTEMS GMBH,D0857,,,,113795
ROHDE & SCHWARZ GMBH & CO. KOMMANDITGESELLSCHAFT,D0894,,,,101668
ARGUS FLUIDTECHNIK GMBH,D1028,,,,109420
OWR ODENWALDWERKE RITTERSBACH GMBH DIV OWR GMBH,D1038,,,,107191
AUTOFLUG GMBH,D1131,,,,112204
SIEMENS ENERGY GLOBAL GMBH & CO. KG SE GP I SO CS MA,D1149,,,,003775
B/E AEROSPACE SYSTEMS GMBH DIV LIFE SUPPORT SYSTEMS EUROPE,D1379,,,,110320
KUSTER AUTOMOTIVE GMBH,D1481,,,,110286
WITTE TECHNOLOGY GMBH,D1528,,,,113824
MAHLE FILTERSYSTEME GMBH,D1560,,,,106559
BOSCH REXROTH AG,D1572,,,,101007
EUGEN KLEIN GMBH GELENKWELLEN,D2001,,,,113397
MOTORENFABRIK HATZ GMBH & CO. KG,D2081,,,,001195
STOCKO CONTACT GMBH & CO. KG,D2096,,,,104145
HALDEX GMBH,D2268,,,,106335
HECKLER & KOCH GMBH,D2330,,,,106511
FLENDER GMBH,D2418,,,,112126
SIBA GMBH,D2598,,,,108256
"3M DEUTSCHLAND GMBH DIV 3M GOVERNMENT SERVICES, EUROPE & SHAPE/NATO RELATIONS",D2607,,,,100110
ABB INDUSTRIETECHNIK AG -GESCHAFTSBEREICH MARINE-,D2685,,,,003826
DEUTZ AG,D2689,,,,002699
AWG FITTINGS GMBH,D2746,,,,101130
DREIHA-WERK HORNKOHL & WOLF GMBH & CO.,D2783,,,,103383
DIRAK DIETER RAMSAUER KONSTRUKTIONSELEMENTE GMBH & CO. KG,D4291,,,,104373
MACGREGOR GERMANY GMBH & CO. KG,D4315,,,,108868
MAGNECRAFT EUROPE,D4514,,,,003197
MVA MESS- UND VERFAHRENSTECHNIK GMBH,D4892,,,,111495
DEUTA-WERKE GMBH,D6035,,,,111259
ROBERT BOSCH AUTOMOTIVE STEERING GMBH,D6572,,,,101007
GEA WESTFALIA SEPARATOR GROUP GMBH,D7032,,,,008056
TADANO FAUN GMBH,D8009,,,,112665
